line_id,seq,highway,lng,lat
991231225,11,primary,123.4126364,41.6350069
991231225,12,primary,123.412616,41.6383027
991231225,13,primary,123.4126156,41.6383642
991231225,14,primary,123.4126102,41.6387014
991231225,15,primary,123.4125505,41.6444699
991231225,16,primary,123.4125558,41.645747
991231225,17,primary,123.4125553,41.6458488
991231225,18,primary,123.4125528,41.6461159
996626243,0,primary,123.4363532,41.9351559
996626243,1,primary,123.435952,41.9360912
996626244,0,primary,123.4447937,41.9136886
996626244,1,primary,123.4437492,41.9157147
996626244,2,primary,123.443246,41.9167495
996626244,3,primary,123.4428813,41.9177713
996626244,4,primary,123.4424887,41.9190718
996626244,5,primary,123.4424712,41.9191361
996626244,6,primary,123.441522,41.9226266
996626244,7,primary,123.4407355,41.9254828
996626244,8,primary,123.4405091,41.9261651
996626244,9,primary,123.4404697,41.9262675
996626244,10,primary,123.4402017,41.9269409
996626244,11,primary,123.4386795,41.9300884
996626244,12,primary,123.4386549,41.9301402
996626244,13,primary,123.4370535,41.9335028
996626244,14,primary,123.4368165,41.9340262
996626244,15,primary,123.4367749,41.9341173
996626244,16,primary,123.4365983,41.9345523
996626244,17,primary,123.4363532,41.9351559
996626247,0,primary,123.435952,41.9360912
996626247,1,primary,123.4357096,41.9366019
996626247,2,primary,123.4345998,41.9390302
996626247,3,primary,123.4345681,41.9391015
996626247,4,primary,123.4321242,41.9445965
996626247,5,primary,123.4318614,41.9452471
996626247,6,primary,123.4318308,41.945323
996626247,7,primary,123.4317159,41.9455704
996626247,8,primary,123.4306643,41.9486443
996626247,9,primary,123.429875,41.9509599
996626247,10,primary,123.4295755,41.9517271
996626247,11,primary,123.4295551,41.9517868
996626247,12,primary,123.4293347,41.9524325
996626247,13,primary,123.4291911,41.9529036
996626247,14,primary,123.4290972,41.9534257
996626247,15,primary,123.4290247,41.9539932
996626247,16,primary,123.4290273,41.9545307
996626247,17,primary,123.4290709,41.9549262
996626247,18,primary,123.4292626,41.9562777
996626247,19,primary,123.4292756,41.9563737
996626247,20,primary,123.4299828,41.9611402
996626247,21,primary,123.4299958,41.9612365
996626247,22,primary,123.4312563,41.9695662
996626247,23,primary,123.4314713,41.9712116
996626247,24,primary,123.4315037,41.971597
996626247,25,primary,123.431498,41.9721082
996626247,26,primary,123.4314804,41.9726654
996747763,0,primary,123.5688605,41.9564858
996747763,1,primary,123.5711559,41.9556697
996747763,2,primary,123.577115,41.9536518
996747763,3,primary,123.5785217,41.9531621
996747763,4,primary,123.579376,41.9529092
996747763,5,primary,123.5804773,41.9526182
996747763,6,primary,123.5825105,41.9522164
996747763,7,primary,123.5837071,41.9520615
